concept_id,concept,cluster_id,branch_name,reconstructed_proto_form,ipa_form,confidence_score,articulatory_notes,primary_proto_attestations,daughter_attestations
238,one,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*aʼlaʔ,aʼlaʔ,0.98,"Reconstructed stem *aʼlaʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *aʼlaʔ; Proto-Jabuti: *ǯi ~ *ʔi,Proto-Cahuapanan: *aʼlaʔ; Proto-Jabuti: *ǯi ~ *ʔi; Are'are (Ma'asupa): eːta; 'Auhelawa [auhe1237]: ʔehebo; emosi; 'Oyaoya [oyao1237]: ɐsebo
239,two,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*katuʔ,katuʔ,0.98,"Reconstructed stem *katuʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *katuʔ; Proto-Jabuti: *ngɾɛnbo ~ *ngɾenbo #,Proto-Cahuapanan: *katuʔ; Proto-Jabuti: *ngɾɛnbo ~ *ngɾenbo #; Are'are (Ma'asupa): rua; 'Auhelawa [auhe1237]: bwɐu; 'Oyaoya [oyao1237]: bwɐhu
240,who,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yɨn,yɨn,0.98,"Reconstructed stem *yɨn with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yɨn; Proto-Jabuti: *c̢ɛɔ-,Proto-Cahuapanan: *yɨn; Proto-Jabuti: *c̢ɛɔ-; Are'are (Ma'asupa): a=tei; Ali [kapp1237]: asei; kɐlɐkɐlei; Arop [arop1242]: inɐn
241,what,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*maʔ,maʔ,0.98,"Reconstructed stem *maʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *maʔ,Proto-Cahuapanan: *maʔ; Are'are (Ma'asupa): a=taː; Ali [kapp1237]: sɐi; so sei; Arop [arop1242]: oɐnen; Babuza Ts82 [babu1240]: nummɐ
242,thou,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kɨnma,kɨnma,0.98,"Reconstructed stem *kɨnma with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kɨnma; Proto-Jabuti: *ʔa-,Proto-Cahuapanan: *kɨnma; Proto-Jabuti: *ʔa-; Are'are (Ma'asupa): iʔoe; 'Auhelawa [auhe1237]: owɐ; 'Oyaoya [oyao1237]: oju
243,we,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kampuʔ,kampuʔ,0.98,"Reconstructed stem *kampuʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kampuʔ; *kuya; Proto-Jabuti: *c̢i,Proto-Cahuapanan: *kampuʔ; *kuya; Proto-Jabuti: *c̢i; Are'are (Ma'asupa): i=kɔru; 'Auhelawa [auhe1237]: ɐi; 'Oyaoya [oyao1237]: ɐwɐi
244,i,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.98,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): inau; 'Auhelawa [auhe1237]: jɐo; jɐu; 'Oyaoya [oyao1237]: jɐu
245,die,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*timin-,timin-,0.98,"Reconstructed stem *timin- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *timin-; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *timin-; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): mae; 'Auhelawa [auhe1237]: mwɐlowoi; 'Oyaoya [oyao1237]: mɐte
246,come,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wɨʔ- / wɨk-,wɨʔ- / wɨk-,0.98,"Reconstructed stem *wɨʔ- / wɨk- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *wɨʔ- / *wɨk-; Proto-Jabuti: *pɾəy,Proto-Cahuapanan: *wɨʔ- / *wɨk-; Proto-Jabuti: *pɾəy; Are'are (Ma'asupa): rae-mai; 'Auhelawa [auhe1237]: lɐomɐ; 'Oyaoya [oyao1237]: ulɐomɐ
247,eat,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kaʔ- / kap-,kaʔ- / kap-,0.98,"Reconstructed stem *kaʔ- / kap- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kaʔ- / *kap-; Proto-Jabuti: *ko; *po,Proto-Cahuapanan: *kaʔ- / *kap-; Proto-Jabuti: *ko; *po; Are'are (Ma'asupa): nau; Ali [kapp1237]: əʔiəŋ; eiŋ; Arop [arop1242]: ʔɐɲ
248,drink,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*u-,u-,0.98,"Reconstructed stem *u- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *u-; Proto-Jabuti: *ʔɔ #,Proto-Cahuapanan: *u-; Proto-Jabuti: *ʔɔ #; Are'are (Ma'asupa): ino; 'Auhelawa [auhe1237]: numɐ; 'Oyaoya [oyao1237]: numɐ
249,dog,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*niʼniʔ,niʼniʔ,0.98,"Reconstructed stem *niʼniʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *niʼniʔ; Proto-Jabuti: *way #,Proto-Cahuapanan: *niʼniʔ; Proto-Jabuti: *way #; Classical Maya / Классический майя [myn]: tzʼiʼ / ok; Are'are (Ma'asupa): kukui; 'Auhelawa [auhe1237]: ʔedewɐ
250,fish,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*sami,sami,0.98,"Reconstructed stem *sami with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *sami; Proto-Jabuti: *mĩnũ,Proto-Cahuapanan: *sami; Proto-Jabuti: *mĩnũ; Classical Maya / Классический майя [myn]: chay; Are'are (Ma'asupa): waisiʔa; 'Auhelawa [auhe1237]: jɐmɐ
251,tree,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*naɾa,naɾa,0.98,"Reconstructed stem *naɾa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *naɾa; Proto-Jabuti: *ku,Proto-Cahuapanan: *naɾa; Proto-Jabuti: *ku; Classical Maya / Классический майя [myn]: teʼ; Are'are (Ma'asupa): ʔai; Akei (Penantsiro) [akei1237]: lɐiɐu; lɐʔɐu
252,stone,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*laʔpɪ,laʔpɪ,0.98,"Reconstructed stem *laʔpɪ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *laʔpɪ; Proto-Jabuti: *kɾa,Proto-Cahuapanan: *laʔpɪ; Proto-Jabuti: *kɾa; Classical Maya / Классический майя [myn]: tuun; Are'are (Ma'asupa): hau; 'Auhelawa [auhe1237]: gɐimɐ
253,night,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.98,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #; Classical Maya / Классический майя [myn]: ahkʼab; Are'are (Ma'asupa): hau=roto; 'Auhelawa [auhe1237]: mɐsigili
254,name,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*lɪn ~ lɪn-lɪn,lɪn ~ lɪn-lɪn,0.98,"Reconstructed stem *lɪn ~ lɪn-lɪn with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *lɪn ~ *lɪn-lɪn; Proto-Jabuti: *taŋc̢i,Proto-Cahuapanan: *lɪn ~ *lɪn-lɪn; Proto-Jabuti: *taŋc̢i; Classical Maya / Классический майя [myn]: kʼabaʼ; Are'are (Ma'asupa): sasa-na; 'Auhelawa [auhe1237]: jehɐ
255,burn,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*aʼpɨʔ-,aʼpɨʔ-,0.98,"Reconstructed stem *aʼpɨʔ- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *aʼpɨ(ʔ)- #; Proto-Jabuti: *čə,Proto-Cahuapanan: *aʼpɨ(ʔ)- #; Proto-Jabuti: *čə; Are'are (Ma'asupa): sunia; Ali [kapp1237]: meinɐl; Babuza Ts82 [babu1240]: tʃummɐr
256,full,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*nbɘy,nbɘy,0.98,"Reconstructed stem *nbɘy with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *nbɘy,Proto-Jabuti: *nbɘy; Are'are (Ma'asupa): hɔnu; Ali [kapp1237]: tɐmot; Alor (Baranusa Kabir Dialect) [alor1247]: pɐnoŋ; Ambel [waig1244]: ɐnhon
257,give,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.98,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔũ,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔũ; Are'are (Ma'asupa): ni-a; Ali [kapp1237]: itenom; Arop [arop1242]: etʃ
258,good,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*paʔ- / pak-,paʔ- / pak-,0.98,"Reconstructed stem *paʔ- / pak- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *paʔ- / *pak-; Proto-Jabuti: *c̢aɣi #,Proto-Cahuapanan: *paʔ- / *pak-; Proto-Jabuti: *c̢aɣi #; Are'are (Ma'asupa): siani; Ali [kapp1237]: wɐnɐŋ; wɐneŋ; Arop [arop1242]: on; tɐw
259,new,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*=təy,=təy,0.98,"Reconstructed stem *=təy with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *=təy,Proto-Jabuti: *=təy; Are'are (Ma'asupa): haɔru; 'Auhelawa [auhe1237]: vɐuvɐu; 'Oyaoya [oyao1237]: fɐufɐu; Agutyanen [agut1237]: bɐlo
260,red,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*nũɾɐɔ,nũɾɐɔ,0.98,"Reconstructed stem *nũɾɐɔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *nũɾɐɔ,Proto-Jabuti: *nũɾɐɔ; Are'are (Ma'asupa): memeraʔa; Ali [kapp1237]: rɐmur; Arop [arop1242]: wemew; Babuza Ts82 [babu1240]: mɐkɐkɐs; mɐkɐkɐn
261,white,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yaya-,yaya-,0.98,"Reconstructed stem *yaya- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yaya-; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *yaya-; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): ʔeʔekeʔa; Ali [kapp1237]: pous; pos; Babuza Ts82 [babu1240]: mɐbukkɐs; osi
262,black,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*pupuruʔa,pupuruʔa,0.88,"Reconstructed stem *pupuruʔa with initial labial/dental stop, open vowel, and preserved root structure.",Are'are (Ma'asupa): pupuruʔa,Are'are (Ma'asupa): pupuruʔa; Ali [kapp1237]: tʲumutʲ; tʲemutʲ; Arop [arop1242]: neknek; Babuza Ts82 [babu1240]: mɐkosum; Gimán [gane1237]: kidkudɐ
263,stand,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wani-,wani-,0.98,"Reconstructed stem *wani- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *wani-,Proto-Cahuapanan: *wani-; Are'are (Ma'asupa): ura; Ali [kapp1237]: ulul; tojɐt; Arop [arop1242]: to; Babuza Ts82 [babu1240]: mbɐrri; mɐseɐs
264,sit,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.98,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *nṼ,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *nṼ; Are'are (Ma'asupa): iʔo; Ali [kapp1237]: ŋsi; Arop [arop1242]: men
265,see,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*lɪʔ- / lɪk-,lɪʔ- / lɪk-,0.98,"Reconstructed stem *lɪʔ- / lɪk- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *lɪʔ- / *lɪk-; Proto-Jabuti: *ʔɔyɾɐ,Proto-Cahuapanan: *lɪʔ- / *lɪk-; Proto-Jabuti: *ʔɔyɾɐ; Are'are (Ma'asupa): riosia; 'Auhelawa [auhe1237]: itɐ; 'Oyaoya [oyao1237]: itɐ
266,hear,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wɨ,wɨ,0.98,"Reconstructed stem *wɨ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *wɨ; Proto-Jabuti: *nbə,Proto-Cahuapanan: *wɨ; Proto-Jabuti: *nbə; Are'are (Ma'asupa): rono; 'Auhelawa [auhe1237]: benɐli; 'Oyaoya [oyao1237]: fɐisɐwɐle
267,know,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*nbə,nbə,0.98,"Reconstructed stem *nbə with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *nbə,Proto-Jabuti: *nbə; Are'are (Ma'asupa): saea; Ali [kapp1237]: kɐruŋ; Babuza Ts82 [babu1240]: mɐbɐ; Gimán [gane1237]: unɐk
268,rain,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*uʔlan,uʔlan,0.98,"Reconstructed stem *uʔlan with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *uʔlan; Proto-Jabuti: *ny,Proto-Cahuapanan: *uʔlan; Proto-Jabuti: *ny; Are'are (Ma'asupa): nemo; Ali [kapp1237]: pɐrei; wup; Arop [arop1242]: wus
269,all,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yami,yami,0.98,"Reconstructed stem *yami with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yami; Proto-Jabuti: *nbɘy,Proto-Cahuapanan: *yami; Proto-Jabuti: *nbɘy; Are'are (Ma'asupa): maimai; Ali [kapp1237]: tɐrtɐr; Arop [arop1242]: mɐnɐ
270,ashes,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ya-luʔ,ya-luʔ,0.98,"Reconstructed stem *ya-luʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *ya-luʔ; Proto-Jabuti: *=nbɾəŋ,Proto-Cahuapanan: *ya-luʔ; Proto-Jabuti: *=nbɾəŋ; Are'are (Ma'asupa): kora-kora; Ali [kapp1237]: tɐiŋ; pesuŋ; Babuza Ts82 [babu1240]: ɐbo
271,bark,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kə,kə,0.98,"Reconstructed stem *kə with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *kə,Proto-Jabuti: *kə; Are'are (Ma'asupa): teʔeteʔena; Ali [kapp1237]: ɐi wuliŋ; wuli; Gitua [gitu1237]: ɐiwili; Hula [hula1239]: kopi
272,belly,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*yuʔ,yuʔ,0.98,"Reconstructed stem *yuʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *yuʔ; Proto-Jabuti: *pɾi-ka,Proto-Cahuapanan: *yuʔ; Proto-Jabuti: *pɾi-ka; Are'are (Ma'asupa): opa-na; Ali [kapp1237]: pəlɐpiə; pei; Babuza Ts82 [babu1240]: tʃɐn
273,big,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.98,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *čiči,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *čiči; Are'are (Ma'asupa): pai-na; Ali [kapp1237]: pɐlja; pɐls; Arop [arop1242]: prum
274,bird,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ɪlansiʔ,ɪlansiʔ,0.98,"Reconstructed stem *ɪlansiʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *ɪlansiʔ; Proto-Jabuti: *nbɨkɾɔy,Proto-Cahuapanan: *ɪlansiʔ; Proto-Jabuti: *nbɨkɾɔy; Are'are (Ma'asupa): manu; Ali [kapp1237]: miəŋ; mieŋ; Arop [arop1242]: mɐɲ
275,bite,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kɪtɨʔ-,kɪtɨʔ-,0.98,"Reconstructed stem *kɪtɨʔ- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kɪtɨ(ʔ)-; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *kɪtɨ(ʔ)-; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): ʔaraia; Ali [kapp1237]: ɐr; Babuza Ts82 [babu1240]: mɐgkɐgʰ
276,claw / nail,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*tuʔ-tɨʔ-ɾa,tuʔ-tɨʔ-ɾa,0.98,"Reconstructed stem *tuʔ-tɨʔ-ɾa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *tuʔ-tɨʔ-ɾa; Proto-Jabuti: *nĩ=kətəy,Proto-Cahuapanan: *tuʔ-tɨʔ-ɾa; Proto-Jabuti: *nĩ=kətəy; Are'are (Ma'asupa): inau; Ali [kapp1237]: pɐitʲi; pɐtji; Gitua [gitu1237]: pitiŋɐ
277,cloud,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*wahawaha,wahawaha,0.88,"Reconstructed stem *wahawaha with initial labial/dental stop, open vowel, and preserved root structure.",Are'are (Ma'asupa): wahawaha,Are'are (Ma'asupa): wahawaha; Ali [kapp1237]: louŋ; lɐuŋ; Babuza Ts82 [babu1240]: rɐbbo; Gimán [gane1237]: mɐlukut; Gitua [gitu1237]: tɐitɐi
278,cold,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ǯiǯi,ǯiǯi,0.98,"Reconstructed stem *ǯiǯi with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *ǯiǯi,Proto-Jabuti: *ǯiǯi; Are'are (Ma'asupa): mamaʔuːsi; Ali [kapp1237]: mɐtʲitʲ; Arop [arop1242]: rin; Babuza Ts82 [babu1240]: mɐru; mɐsumɐk
279,dry,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*nbɾə,nbɾə,0.98,"Reconstructed stem *nbɾə with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *nbɾə #,Proto-Jabuti: *nbɾə #; Are'are (Ma'asupa): aʔ=ate; Ali [kapp1237]: kopuŋ; Arop [arop1242]: lɐn; Babuza Ts82 [babu1240]: mɐtʃɐ
280,feather,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*ampuʔɾuʔ,ampuʔɾuʔ,0.98,"Reconstructed stem *ampuʔɾuʔ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *ampu(ʔ)ɾuʔ; Proto-Jabuti: *c̢i ~ *ʔi,Proto-Cahuapanan: *ampu(ʔ)ɾuʔ; Proto-Jabuti: *c̢i ~ *ʔi; Are'are (Ma'asupa): warahu-na; Ali [kapp1237]: lou; mieŋ lɐuŋ; Arop [arop1242]: ɐloiɲ
281,fly,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*pɨn-,pɨn-,0.98,"Reconstructed stem *pɨn- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *pɨn-; Proto-Jabuti: *ᶚɔpɔ,Proto-Cahuapanan: *pɨn-; Proto-Jabuti: *ᶚɔpɔ; Are'are (Ma'asupa): roho; Ali [kapp1237]: ro; Babuza Ts82 [babu1240]: mɐbɐrt
282,hair,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*in,in,0.98,"Reconstructed stem *in with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *in; Proto-Jabuti: *c̢i ~ *ʔi,Proto-Cahuapanan: *in; Proto-Jabuti: *c̢i ~ *ʔi; Are'are (Ma'asupa): inau; Ali [kapp1237]: lou; rɐmilɐu; Arop [arop1242]: remie
283,horn,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*pɨnmun,pɨnmun,0.98,"Reconstructed stem *pɨnmun with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *pɨnmun; Proto-Jabuti: *=ku,Proto-Cahuapanan: *pɨnmun; Proto-Jabuti: *=ku; Alor (Baranusa Kabir Dialect) [alor1247]: ruhɐ; Antandroy [tand1256]: tsifɐ; tsifɐni; Antankarana [anta1255]: tɐndruku
284,kill,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.98,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): horoʔia; Ali [kapp1237]: lɐŋ mit; Arop [arop1242]: lɐ
285,knee,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*tuʔtuʔpɪ,tuʔtuʔpɪ,0.98,"Reconstructed stem *tuʔtuʔpɪ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *tuʔtuʔpɪ; Proto-Jabuti: *pɛpɛ ~ *nbɛpɛ,Proto-Cahuapanan: *tuʔtuʔpɪ; Proto-Jabuti: *pɛpɛ ~ *nbɛpɛ; Are'are (Ma'asupa): uruːruʔana; Akei (Penantsiro) [akei1237]: pɐu; Ali [kapp1237]: pɐrurumiɐ; pɐrɐremi
286,leaf,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*nĩ,nĩ,0.98,"Reconstructed stem *nĩ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *nĩ; *ᶚaɾɔ ~ *ǯaɾɔ ~ *čaɾɔ,Proto-Jabuti: *nĩ; *ᶚaɾɔ ~ *ǯaɾɔ ~ *čaɾɔ; Are'are (Ma'asupa): ʔaʔapa-na; 'Auhelawa [auhe1237]: lugulugu; 'Oyaoya [oyao1237]: tɐhɐuhɐufidɐnɐ; Agutyanen [agut1237]: dɐon
287,lie,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kʷa,kʷa,0.98,"Reconstructed stem *kʷa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #,Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #; Are'are (Ma'asupa): eno; Ali [kapp1237]: nɐŋ; Arop [arop1242]: on
288,liver,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kaŋkan,kaŋkan,0.98,"Reconstructed stem *kaŋkan with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kaŋkan; Proto-Jabuti: *nbə,Proto-Cahuapanan: *kaŋkan; Proto-Jabuti: *nbə; Are'are (Ma'asupa): sae ʔouʔohuna; 'Auhelawa [auhe1237]: ɐte; 'Oyaoya [oyao1237]: ɐte
289,long,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*təɾɘy,təɾɘy,0.98,"Reconstructed stem *təɾɘy with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Jabuti: *təɾɘy,Proto-Jabuti: *təɾɘy; Are'are (Ma'asupa): teva; Ali [kapp1237]: məlɐu; melɐu; Arop [arop1242]: teken; Babuza Ts82 [babu1240]: mɐsoso; mɐtsilo
290,louse,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*tɪmɨn,tɪmɨn,0.98,"Reconstructed stem *tɪmɨn with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *tɪmɨn; Proto-Jabuti: *taŋ,Proto-Cahuapanan: *tɪmɨn; Proto-Jabuti: *taŋ; Are'are (Ma'asupa): ʔuː; 'Oyaoya [oyao1237]: tumɐ; Agutyanen [agut1237]: oto
291,man,branch_oceanic_amerind,Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский),*kɨnmaʔ-pɨn ~ kɨnmaʔ-pɪn,kɨnmaʔ-pɨn ~ kɨnmaʔ-pɪn,0.98,"Reconstructed stem *kɨnmaʔ-pɨn ~ kɨnmaʔ-pɪn with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Cahuapanan: *kɨnmaʔ-pɨn ~ *kɨnmaʔ-pɪn; Proto-Jabuti: *pako,Proto-Cahuapanan: *kɨnmaʔ-pɨn ~ *kɨnmaʔ-pɪn; Proto-Jabuti: *pako; Are'are (Ma'asupa): mane; Ali [kapp1237]: rɐmɐ; Arop [arop1242]: nij
